Year;race_ethnicity;start;end;president;party
1949;White;1945;1953;Harry S. Truman       ;Democratic                                   
1949;White;1945;1953;Harry S. Truman       ;Democratic                                   
1949;White;1945;1953;Harry S. Truman       ;Democratic                                   
1949;Black;1945;1953;Harry S. Truman       ;Democratic                                   
1949;White;1945;1953;Harry S. Truman       ;Democratic                                   
1949;White;1945;1953;Harry S. Truman       ;Democratic                                   
1949;White;1945;1953;Harry S. Truman       ;Democratic                                   
1949;White;1945;1953;Harry S. Truman       ;Democratic                                   
1949;White;1945;1953;Harry S. Truman       ;Democratic                                   
1949;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;Hispa;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1950;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1951;White;1945;1953;Harry S. Truman       ;Democratic                                   
1952;White;1945;1953;Harry S. Truman       ;Democratic                                   
1952;White;1945;1953;Harry S. Truman       ;Democratic                                   
1952;Hispa;1945;1953;Harry S. Truman       ;Democratic                                   
